Comments,Label
آفتاب بهانه اس روشنی زمین چهره حنفی صایب بوده ولا  ,1
مقبول معلوم میشی  ,1
چقدر مقبول,1
ماشالله بیخی قواره ملا لندی ره کشیدی ,1
شیک,1
ماشآالله چشم بد دور,1
اوووو خدای مه چقه مقبول هستی او بلا  ,1
"چی برق باشه یا نباشه 
سیا خو سفید نمیشه ",1
از ما خو جور شد,1
قهقهقهقههققهقه چقدر مقبول و سياه   ,1
مقبول معلوم میشی  ,1
اوووو ای بیخی بچه فلم واری   ,1
چقه مقبولی ,1
بسیار عالی,1
اوووووووووی چیقه مقبول هستی,1
نظر نشی با ای مقبولی ,1
اخ جوان پرتو خوده ده بغلم    ,1
برو خوب شد فامیدیم  زنده خوب استی,1
ماشاالله بسیار مقبول آمدی,1
ههههههه بسیار مقبول    ,1
چقه مقبول ,1
بسیار نورانی    ,1
بسیار عالی مقبول نام خدا      ,1
"حلیمه ره چی به طب خو بگو شوی کو زندگیت جور شوه 
#حنفی",1
"الله 
حلیمه دختر عمه جانم ای عکس آینده اش است",1
Halima MirzayiMirzayiبخشش باشه دیگه,1
Halima Mohammadiچطور قبول میشی ده آینده,1
عاصی ویرا خوش ب حالت,1
"الله 
حلیمه دختر عمه جانم ای عکس آینده اش است",1
"Fatema Hajizada
خدا خیره پیش کنه فاطی هم کده بیازو ایقه گگ وزن داره   ",1
عاصی ویرا خوش ب حالت,1
این خانمم عشقه منه عشقه منه,1
"Halima Naazeri
ده ای پیری ایتو شوق ها کدی     ",1
انشالله آینده کشور خودم میسازم,1
Aliem Hashemi    موفق باشی    ,1
ولاگه  بد گفته باشه ,1
خوب شد نگفته اینجه هم مرغانچه است  ,1
خخخخخ چقدر تجربه داری,1
شکررر     ,1
نامزدا هستم ولی خیلی خوشحال به حق پنج تن ال عباااا      ,1
شکر ,1
"   
خوش به حال بی زنی 
که یک تا نانه تنها میزنی",1
  هم مجرد هم خوشحال,1
شکددر,1
شکررر     ,1
شکر ,1
"امی آدم از مجردیش زیادخوشحال اس   
Jëlwä Määh",1
  هم مجرد هم خوشحال,1
  هم مجرد هم خوشحال,1
شکددر,1
مجردیو عشقه,1
"جاااااانم 
شکرررر",1
متأهل و خوشحال هستيم شكر  ,1
     شکرررر خدا,1
بی غم دنیا ماییم       ,1
زنده باد  ,1
واقعأ بسیار خوش هستم از تنهایی,1
زنده باد مجردی,1
نی ولا مه امو قاق شه تسلیم میکنم که دل اش خوش شوه,1
د غمت شریکم,1
شفا باشه ,1
شفا باشه,1
شفا باشه ,1
شادخت کابل  ,1
انشالله     ,1
جان خیلی خوب میشود دعا کنین که شود,1
الهی آمین,1
"خیر ببینی کتی همی دعایت
آمین آمین   ",1
تمام سال ره د رخصتی تیر کردین ,1
نی نره خلاص شوه که بی غم شویم,1
الهی آمین,1
جان خیلی خوب میشود دعا کنین که شود,1
"خیر ببینی کتی همی دعایت
آمین آمین   ",1
انشالله     ,1
توبه,1
امین ,1
آمین,1
آمین,1
آمین  ,1
امین,1
هههههه خو خدا به ای مراد دلت برسانیت,1
بیخی از دلم گپ زدی,1
آمین,1
"بلي بلي آمين
هههههههههه",1
انشالله,1
آمین,1
 آمین,1
آمين ثم آمين,1
از دلم گفتی,1
انشالله,1
انشالله,1
امین,1
هههه امين,1
امین  ,1
امین,1
آمین   ,1
آمین    ,1
تو میتانی ,1
"Arikarimkirim ههههههههههههه 
خدا را شکر نام ما چاپانی نبود    ",1
Rimkutakato  شکر کہ جاپانی نبودم,1
دختر خانمها باز یک قدم پیشتر هستن نام خدا     ,1
مه به تو افتخار میکنم     ,1
ههههههههه وله خوب خدمت میکنی به وطن,1
واقعا اعتماد کردن بالای بچه ها البته اکثریت بیخی گناه بزرگ اس توبه,1
ههههههههه وله خوب خدمت میکنی به وطن,1
یک کار کو یک بار همراه پدر جانت بشین گپ بزنین مشکل حل کنین  ,1
چقه هوشیار است پدرت,1
ولاا راست گفته پدرت ههه,1
پدرت هوشیار ترین آدم اس ,1
دست پدرت درد نکنه خی    ,1
بسسسم الله   ,1
"سلام بچه ها خیلی خوشحالم و به خودم افتخار میکنم   
",1
"استعداد ذاتی هست 
جای افتخار هست ازین استعداد برخودار هستم ",1
خداوند هدايت نيكي نصيب جوان هاي ما بكنه,1
خدا به هیچ مسلمانی ای رقم استعداد بته ,1
باز پشت کلی مردم ره گرفتن صبر ایوب ره میخواهد واقعا چقه زحمت کش استن   ,1
ها استعداد کار داره,1
بسسسم الله   ,1
بلی درک میکنم HaJi MaSi  ,1
"En Zekirya Zaki Zia

لالا تو از شیرررر ام کده سر استی    ",1
ها استعداد کار داره,1
ههههههههههههه خیرببینی    ,1
آفرینت ولا  ,1
"Mujtaba Sadat
لالو مه سرت باور دارم که تو میتانی    ",1
ای رفیق زنده باشی باای قسم حرفای ناب ات,1
ولا بچای افغانستان میتانن  ,1
ههه آفرین,1
"بیشک افتخار ما هستین 
   ",1
خدایارت,1
دور از خوب ها,1
که هیچ نداشته باشی خوب است  ,1
دقیقا راس میگی,1
هههههه ها ولا افرین تان,1
ها دیگه شما میتانین ههههههههه,1
خوب میکنی ,1
اه بیاضو زیبا استم مقبول بودم که همه دوستم داره   ,1
خیلی کار خوبی کردی جان,1
بانک تا بانک است یک عمه دارم خیلی دوست اش دارم,1
خوب کدی,1
"چقه جالب 
من نمیتانم به عمه بی احترامی کنم چون در چشم هایش پدر مرحومم میبینم بوی پدرکم از عمه هایم استشمام میکنم   ",1
خوب کدی گفتی,1
خوووبش كردي افرين  ,1
مه خودم عمه هستم ایقدر برادر زادایمه دوست دارم از مادرشان کرده ما بیشتر برشان مهربان هستیم عمه ره ایقدر بد جلوه نتین,1
"اموره خو خوبیش کدی  
براووووو  
  اینه ای هم مدال  ",1
آفرین,1
خوبش کدی,1
خوبش کدی   ,1
خبش کدی,1
بهترین کاره کدی آفرین وله  ,1
خوووبش كردي افرين  ,1
آفرین,1
خیلی کار خوبی کردی جان,1
خوب کدی گفتی,1
خوبش کدی   ,1
ههههههههه ها خوب کدی .....,1
آپرین,1
ههههه خوبش كدي  ,1
خوب کدی,1
خوبش کدی,1
خوبش کدی,1
خب شد  ,1
مه عمه ام را دوست دارم شکر دو عمه دارم دوست شان دارم,1
خوبیش کدی,1
خوب کدی,1
خوب کدی,1
آفرین  ,1
ههههه خوب کدی که گفتی,1
خوب کردی   ,1
همچنان موافقم   ,1
خوبش کردی,1
خوب کدی ,1
آفرين,1
خوب کدی هههههههههه,1
خوبش کردی ,1
خوب گفتی آفرین,1
عجب جواب منطقی دادی,1
هاهاها   مه شکرعمه ندارم,1
خدا یارت خوب گفتیش,1
هههههههها خوبش کردی   ,1
نوش جانت گل گفتی,1
گپ دل مره گفتی,1
مه خودم عمه هستم ایقدر برادر زادایمه دوست دارم از مادرشان کرده ما بیشتر برشان مهربان هستیم عمه ره ایقدر بد نگو دگه     شکر دو تا عمه دارم خوب است   ,1
فرزانه ناز هنرمند خوب ما  ,1
بسیار خوش دارم او استیکرک هاره ببوسم  ,1
Farzana Naz فرزانه ناز ,1
بسیار بسیار عالی,1
خوب کدی   ,1
"ههههههههههههه
تشکر ازصفحه زیبایتان شمتلو ها",1
هههههه خوب کدی  ,1
ههههههههه خدایارت,1
ههههههههه خدایارت,1
هههههه خوب کدی مه میگم,1
"Nabi Jafari اینه منشنت کدم کاکا جان  
      ",1
Nabi Sedaqat ZadaZadaنبی جان چقه   مشهور شدی,1
شهزاده مادر ,1
NaBi SHahبیخی مشهور شدی قمندان,1
"شهزاده مادر 
",1
"Nabi Jafari اینه منشنت کدم کاکا جان  
      ",1
تو هم یاد گرفتی     ,1
"Sabria Sayed
Zholidah Panah
شما ره هم د خانه از ناز نبی میگه    ",1
مقبول خو داد خداست نظر لطف تان است تشکر   ,1
مریم جان رهی زحل جان عظیم و مروه جان عظیم بسیار زیبا ودلکش هستند,1
ArezoNoory واقعا که خیلی مقبول و جذاب هستی,1
"تشکر حسن نظر تان است..
مگم راست هم است..",1
Nasrat Kohistani منوچهر جان راستی که مقبول کاکه هستی,1
مدینه جان مریم جان  مینه جان,1
Malik Amiry  جان جان,1
خواهر مقبول مه داکتر جان  Athar Abbasy,1
Hairan Hamraaz او صدقه  تو دلکشم  شوم,1
Elnaz Aasy  تو  خو  بدون  شک   بهترین  هستی  مقبول  هستی,1
نمیتوان گفت    باز هم تشکر,1
كوثر نجرابي خواهر مقبولم              ,1
Mehdi Jahani راست میگه جانم هستی بچه امو جان,1
الااااااااا مه صدقه خود شوم     ,1
Monazzah Rahimiمقبولترین دختر روی زمین,1
Elnaz Aasy  تو  خو  بدون  شک   بهترین  هستی  مقبول  هستی,1
Julia Julien اصلی ایتو گپ نیس ای هم مقبول و دلکش اس لعنتی ره,1
"اه بیاضو دیگه مقبول استم   
 Faizullah Rahimii امطو است جانم   ",1
Hairan Hamraaz او صدقه  تو دلکشم  شوم,1
مدینه جان مریم جان  مینه جان,1
Monazzah Rahimiمقبولترین دختر روی زمین,1
آنچه را دیدین یک اعلان بازرگانی بود کسی به دل نگیرد ,1
Nasrat Kohistani منوچهر جان راستی که مقبول کاکه هستی,1
خواهر مقبول مه داکتر جان  Athar Abbasy,1
کاملآ درست و دقیق و مستند و راست  مهو جانی ام mahwash Rasouli     ,1
"قربان قدم های م شوم 
صد فیصد قبول هست",1
"هیواد من     
تشکر چشم هایت مقبول است     ",1
والا ده ای جای شک نیست همه جذاب هستند,1
واقعا راست تقدیم به خودم,1
همگی شان مقبول هستن به حرف م شروع شده,1
Milad Hadad کور شوم ای مقبولک     ,1
"مژگان مزار 
مریم حسن زاده 

به شما گفته شده عزیزانم ...",1
Bebo Nayabاینه منشن جانم بدون منشن کردن تو بهترینی,1
